,TEL
2016-09-15,21970950000
2016-09-16,21832500000
2016-09-19,22112950000
2016-09-20,22347250000
2016-09-21,22688050000
2016-09-22,22865550000
2016-09-23,22677400000
2016-09-26,22538950000
2016-09-27,22911700000
2016-09-28,22830050000
2016-09-29,22475050000
2016-09-30,22919280000
2016-10-03,22638040000
2016-10-04,22695000000
2016-10-05,23015400000
2016-10-06,23065240000
2016-10-07,22755520000
2016-10-10,22698560000
2016-10-11,22339000000
2016-10-12,22139640000
2016-10-13,21840600000
2016-10-14,21755160000
2016-10-17,21726680000
2016-10-18,21819240000
2016-10-19,22061320000
2016-10-20,22089800000
2016-10-21,21993680000
2016-10-24,22363920000
2016-10-25,22036400000
2016-10-26,22353240000
2016-10-27,22121840000
2016-10-28,22200160000
2016-10-31,22381720000
2016-11-01,22531240000
2016-11-02,22399520000
2016-11-03,22217960000
2016-11-04,22296280000
2016-11-07,23036759999
2016-11-08,23264599999
2016-11-09,23478200000
2016-11-10,23770120000
2016-11-11,23816400000
2016-11-14,23759440000
2016-11-15,23941000000
2016-11-16,23787919999
2016-11-17,23912520000
2016-11-18,23734520000
2016-11-21,23763000000
2016-11-22,23823520000
2016-11-23,23976599999
2016-11-25,24208000000
2016-11-28,24101200000
2016-11-29,23930320000
2016-11-30,24079840000
2016-12-01,23798599999
2016-12-02,24058480000
2016-12-05,24702840000
2016-12-06,24578240000
2016-12-07,25083759999
2016-12-08,25133599999
2016-12-09,25187000000
2016-12-12,25229720000
2016-12-13,25489599999
2016-12-14,25140720000
2016-12-15,25165640000
2016-12-16,24827440000
2016-12-19,25076640000
2016-12-20,25215480000
2016-12-21,25154960000
2016-12-22,25133599999
2016-12-23,25140720000
2016-12-27,25115800000
2016-12-28,24920000000
2016-12-29,24937800000
2016-12-30,24663680000
2017-01-03,24549759999
2017-01-04,24446520000
2017-01-05,24151040000
2017-01-06,24314800000
2017-01-09,23962360000
2017-01-10,24065599999
2017-01-11,24393120000
2017-01-12,24617400000
2017-01-13,24781160000
2017-01-17,24610280000
2017-01-18,24855919999
2017-01-19,24777599999
2017-01-20,24891520000
2017-01-23,25105120000
2017-01-24,25518080000
2017-01-25,26760520000
2017-01-26,26603880000
2017-01-27,26522000000
2017-01-30,26436560000
2017-01-31,26468599999
2017-02-01,26564720000
2017-02-02,26525560000
2017-02-03,26835280000
2017-02-06,26881560000
2017-02-07,26952759999
2017-02-08,26657280000
2017-02-09,26810360000
2017-02-10,26739160000
2017-02-13,26856640000
2017-02-14,26849520000
2017-02-15,26906480000
2017-02-16,26781880000
2017-02-17,26774759999
2017-02-21,26959880000
2017-02-22,26796120000
2017-02-23,26418759999
2017-02-24,26450800000
2017-02-27,26625240000
2017-02-28,26511320000
2017-03-01,27102280000
2017-03-02,26888680000
2017-03-03,26885120000
2017-03-06,26400960000
2017-03-07,26472160000
2017-03-08,26539800000
2017-03-09,26447240000
2017-03-10,26561160000
2017-03-13,26749840000
2017-03-14,26639480000
2017-03-15,27244680000
2017-03-16,27095160000
2017-03-17,27102280000
2017-03-20,26959880000
2017-03-21,26201599999
2017-03-22,26518440000
2017-03-23,26493520000
2017-03-24,26457919999
2017-03-27,26507759999
2017-03-28,26710680000
2017-03-29,26546919999
2017-03-30,26653720000
2017-03-31,26465250000
2017-04-03,26152850000
2017-04-04,26074750000
2017-04-05,25865300000
2017-04-06,25954050000
2017-04-07,25911450000
2017-04-10,26092500000
2017-04-11,26017950000
2017-04-12,25709100000
2017-04-13,25535150000
2017-04-17,25833350000
2017-04-18,25943400000
2017-04-19,25978900000
2017-04-20,26312600000
2017-04-21,26131550000
2017-04-24,26699549999
2017-04-25,26837999999
2017-04-26,27210750000
2017-04-27,27331450000
2017-04-28,27466350000
2017-05-01,27228500000
2017-05-02,26845100000
2017-05-03,26649849999
2017-05-04,26855750000
2017-05-05,26784750000
2017-05-08,26916099999
2017-05-09,26912550000
2017-05-10,27072300000
2017-05-11,27146850000
2017-05-12,26862850000
2017-05-15,26976450000
2017-05-16,27132650000
2017-05-17,26252250000
2017-05-18,26230950000
2017-05-19,26507850000
2017-05-22,26788299999
2017-05-23,26969350000
2017-05-24,27281749999
2017-05-25,27750350000
2017-05-26,27693550000
2017-05-30,28048550000
2017-05-31,27991749999
2017-06-01,28336099999
2017-06-02,28211850000
2017-06-05,28357400000
2017-06-06,28197650000
2017-06-07,28304150000
2017-06-08,28382250000
2017-06-09,28254450000
2017-06-12,27810700000
2017-06-13,27963350000
2017-06-14,27942049999
2017-06-15,27988200000
2017-06-16,27942049999
2017-06-19,28410650000
2017-06-20,28151500000
2017-06-21,28034350000
2017-06-22,27977550000
2017-06-23,27963350000
2017-06-26,27920750000
2017-06-27,27672250000
2017-06-28,28013050000
2017-06-29,27721950000
2017-06-30,27774040000
2017-07-03,27586950000
2017-07-05,27830520000
2017-07-06,27618720000
2017-07-07,27915240000
2017-07-10,28038790000
2017-07-11,27971720000
2017-07-12,28660070000
2017-07-13,28670660000
2017-07-14,28765970000
2017-07-17,28804799999
2017-07-18,28875400000
2017-07-19,29337830000
2017-07-20,29154270000
2017-07-21,28956590000
2017-07-24,28829510000
2017-07-25,29376660000
2017-07-26,28469450000
2017-07-27,28441209999
2017-07-28,28907170000
2017-07-31,28377670000
2017-08-01,28187049999
2017-08-02,28465920000
2017-08-03,28141160000
2017-08-04,28374140000
2017-08-07,28557700000
2017-08-08,28480040000
2017-08-09,28660070000
2017-08-10,27812870000
2017-08-11,27766980000
2017-08-14,28127040000
2017-08-15,27848170000
2017-08-16,28049379999
2017-08-17,27396330000
2017-08-18,27431629999
2017-08-21,27643430000
2017-08-22,27798750000
2017-08-23,27721090000
2017-08-24,27615190000
2017-08-25,27706970000
2017-08-28,27452810000
2017-08-29,27721090000
2017-08-30,27837580000
2017-08-31,28098799999
2017-09-01,28148220000
2017-09-05,27929360000
2017-09-06,27939950000
2017-09-07,27816400000
2017-09-08,27862290000
2017-09-11,28582410000
2017-09-12,28748320000
2017-09-13,28758910000
2017-09-14,28691840000
2017-09-15,28998950000
2017-09-18,29164860000
2017-09-19,29133090000
2017-09-20,29126030000
2017-09-21,29020129999
2017-09-22,29073080000
2017-09-25,28642420000
2017-09-26,28963650000
2017-09-27,29217810000
2017-09-28,29168390000
2017-09-29,29237120000
2017-10-02,29494080000
2017-10-03,29870720000
2017-10-04,30187520000
2017-10-05,30300160000
2017-10-06,30352960000
2017-10-09,30352960000
2017-10-10,30451520000
2017-10-11,30536000000
2017-10-12,30778880000
2017-10-13,30884480000
2017-10-16,31071040000
2017-10-17,30880960000
2017-10-18,30807040000
2017-10-19,30778880000
2017-10-20,31141440000
2017-10-23,31004160000
2017-10-24,31359680000
2017-10-25,31292800000
2017-10-26,31183680000
2017-10-27,31475840000
2017-10-30,31504000000
2017-10-31,32021440000
2017-11-01,32338240000
2017-11-02,32232639999
2017-11-03,32640960000
2017-11-06,32725440000
2017-11-07,32816960000
2017-11-08,32982400000
2017-11-09,32707840000
2017-11-10,32922560000
2017-11-13,32862720000
2017-11-14,33024639999
2017-11-15,32655040000
2017-11-16,33492800000
2017-11-17,33454080000
2017-11-20,33753280000
2017-11-21,33774400000
2017-11-22,33267520000
2017-11-24,33531520000
2017-11-27,33369600000
2017-11-28,33686400000
2017-11-29,33176000000
2017-11-30,33242880000
2017-12-01,32992960000
2017-12-04,32690240000
2017-12-05,32581120000
2017-12-06,32482560000
2017-12-07,33049280000
2017-12-08,33376639999
2017-12-11,33454080000
2017-12-12,33668800000
2017-12-13,33535040000
2017-12-14,33619520000
2017-12-15,33869440000
2017-12-18,33788480000
2017-12-19,33760320000
2017-12-20,33872960000
2017-12-21,33630080000
2017-12-22,33422400000
2017-12-26,33531520000
2017-12-27,33506880000
2017-12-28,33524480000
2017-12-29,33359040000
2018-01-02,33457319999
2018-01-03,34022430000
2018-01-04,34180380000
2018-01-05,34959600000
2018-01-08,35033310000
2018-01-09,34685820000
2018-01-10,34580520000
2018-01-11,34840260000
2018-01-12,35159670000
2018-01-16,35138610000
2018-01-17,35300070000
2018-01-18,35089470000
2018-01-19,35356230000
2018-01-22,35542260000
2018-01-23,35345700000
2018-01-24,35938890000
2018-01-25,36026640000
2018-01-26,36626850000
2018-01-29,36461880000
2018-01-30,35917830000
2018-01-31,35988030000
2018-02-01,36426780000
2018-02-02,35865180000
2018-02-05,34650720000
2018-02-06,34798140000
2018-02-07,34963110000
2018-02-08,33439770000
2018-02-09,33836400000
2018-02-12,34643700000
2018-02-13,34675290000
2018-02-14,35008740000
2018-02-15,35591400000
2018-02-16,35837100000
2018-02-20,35981010000
2018-02-21,35861670000
2018-02-22,35458020000
2018-02-23,35896770000
2018-02-26,36658440000
2018-02-27,36640890000
2018-02-28,36184590000
2018-03-01,35128080000
2018-03-02,35584380000
2018-03-05,35658090000
2018-03-06,35777430000
2018-03-07,35861670000
2018-03-08,36093330000
2018-03-09,37118250000
2018-03-12,36939240000
2018-03-13,36721620000
2018-03-14,36479430000
2018-03-15,36683010000
2018-03-16,36658440000
2018-03-19,36282870000
2018-03-20,36693540000
2018-03-21,36742680000
2018-03-22,35271990000
2018-03-23,33990840000
2018-03-26,34734960000
2018-03-27,34327800000
2018-03-28,33815340000
2018-03-29,35064900000
2018-04-02,33821590000
2018-04-03,34306700000
2018-04-04,34320660000
2018-04-05,34477710000
2018-04-06,33472590000
2018-04-09,33591250000
2018-04-10,34606840000
2018-04-11,34453280000
2018-04-12,34585900000
2018-04-13,34680130000
2018-04-16,34767380000
2018-04-17,35196650000
2018-04-18,35660820000
2018-04-19,35266450000
2018-04-20,34990740000
2018-04-23,34903490000
2018-04-24,34111260000
2018-04-25,32938620000
2018-04-26,32697810000
2018-04-27,32537270000
2018-04-30,32020750000
2018-05-01,32038200000
2018-05-02,32038200000
2018-05-03,31985850000
2018-05-04,32258070000
2018-05-07,32436060000
2018-05-08,32429080000
2018-05-09,32617539999
2018-05-10,32903720000
2018-05-11,33008420000
2018-05-14,33172450000
2018-05-15,33113120000
2018-05-16,33263190000
2018-05-17,33305070000
2018-05-18,33210840000
2018-05-21,33479570000
2018-05-22,33123590000
2018-05-23,33137550000
2018-05-24,32917679999
2018-05-25,32847880000
2018-05-29,32453510000
2018-05-30,32788550000
2018-05-31,32484920000
2018-06-01,33011910000
2018-06-04,33043320000
2018-06-05,33298090000
2018-06-06,34013539999
2018-06-07,34030990000
2018-06-08,33940250000
2018-06-11,33922800000
2018-06-12,34024010000
2018-06-13,33901860000
2018-06-14,34659190000
2018-06-15,34551000000
2018-06-18,34299720000
2018-06-19,33758770000
2018-06-20,33727360000
2018-06-21,33329500000
2018-06-22,33200370000
2018-06-25,32750160000
2018-06-26,32788550000
2018-06-27,32045179999
2018-06-28,31218050000
2018-06-29,31250820000
2018-07-02,31400030000
2018-07-03,31122430000
2018-07-05,31667220000
2018-07-06,31653340000
2018-07-09,32191190000
2018-07-10,32458380000
2018-07-11,31660280000
2018-07-12,31986460000
2018-07-13,31871949999
2018-07-16,31667220000
2018-07-17,32041980000
2018-07-18,32080150000
2018-07-19,32035039999
2018-07-20,31816430000
2018-07-23,31819900000
2018-07-24,32618000000
2018-07-25,32614530000
2018-07-26,32708220000
2018-07-27,32618000000
2018-07-30,32354280000
2018-07-31,32468789999
2018-08-01,32153020000
2018-08-02,32100970000
2018-08-03,32302230000
2018-08-06,32628410000
2018-08-07,32937240000
2018-08-08,32864369999
2018-08-09,32496550000
2018-08-10,31976050000
2018-08-13,32052390000
2018-08-14,32354280000
2018-08-15,32097500000
2018-08-16,32198130000
2018-08-17,32253650000
2018-08-20,32538190000
2018-08-21,32486140000
2018-08-22,31982990000
2018-08-23,31570060000
2018-08-24,31764380000
2018-08-27,32128730000
2018-08-28,32094030000
2018-08-29,31924000000
2018-08-30,31705390000
2018-08-31,31812960000
2018-09-04,31351449999
2018-09-05,31441670000
2018-09-06,31091199999
2018-09-07,31341039999
2018-09-10,31629050000
2018-09-11,31538830000
2018-09-12,31483310000
2018-09-13,31830310000
2018-09-14,31844190000
2018-09-17,31882360000
2018-09-18,31146720000
2018-09-19,31944820000
2018-09-20,32142610000
2018-09-21,32135670000
2018-09-24,31431260000
2018-09-25,31014860000
2018-09-26,30879530000
2018-09-27,30567230000
2018-09-28,30072060000
2018-10-01,29695860000
2018-10-02,29723220000
2018-10-03,29685600000
2018-10-04,29466720000
2018-10-05,28792980000
2018-10-08,28724580000
2018-10-09,28173960000
2018-10-10,27660960000
2018-10-11,26901720000
2018-10-12,26987220000
2018-10-15,26888040000
2018-10-16,27380520000
2018-10-17,27206100000
2018-10-18,26884620000
2018-10-19,26522100000
2018-10-22,26498160000
2018-10-23,26238240000
2018-10-24,25359300000
2018-10-25,25930439999
2018-10-26,25602120000
2018-10-29,25882560000
2018-10-30,26734140000
2018-10-31,25793640000
2018-11-01,26419500000
2018-11-02,26484480000
2018-11-05,26905140000
2018-11-06,26812800000
2018-11-07,27438660000
2018-11-08,27459180000
2018-11-09,27062460000
2018-11-12,26217720000
2018-11-13,26272439999
2018-11-14,26019360000
2018-11-15,26275860000
2018-11-16,26556300000
2018-11-19,25520040000
2018-11-20,25448220000
2018-11-21,25697880000
2018-11-23,25636319999
2018-11-26,25797060000
2018-11-27,25297740000
2018-11-28,25985160000
2018-11-29,25889400000
2018-11-30,26310060000
2018-12-03,26617860000
2018-12-04,25366140000
2018-12-06,25889400000
2018-12-07,25078860000
2018-12-10,25338780000
2018-12-11,25256699999
2018-12-12,25567920000
2018-12-13,25164360000
2018-12-14,24966000000
2018-12-17,24627420000
2018-12-18,25013880000
2018-12-19,24719760000
2018-12-20,24487199999
2018-12-21,24620580000
2018-12-24,24186240000
2018-12-26,25013880000
2018-12-27,25721819999
2018-12-28,25265500000
2018-12-31,25562940000
2019-01-02,25431120000
2019-01-03,24481340000
2019-01-04,25123540000
2019-01-07,25620400000
2019-01-08,25535900000
2019-01-09,26049659999
2019-01-10,26404560000
2019-01-11,26519479999
2019-01-14,26249080000
2019-01-15,26134159999
2019-01-16,26529620000
2019-01-17,26948740000
2019-01-18,27462500000
2019-01-22,26864240000
2019-01-23,25688000000
2019-01-24,26620880000
2019-01-25,27090700000
2019-01-28,26989299999
2019-01-29,26617500000
2019-01-30,27131260000
2019-01-31,27361100000
2019-02-01,27503060000
2019-02-04,27367860000
2019-02-05,27631500000
2019-02-06,28050620000
2019-02-07,27364479999
2019-02-08,27178580000
2019-02-11,27067040000
2019-02-12,27526720000
2019-02-13,27465880000
2019-02-14,27330680000
2019-02-15,27763320000
2019-02-19,27773460000
2019-02-20,27979640000
2019-02-21,27871479999
2019-02-22,28172299999
2019-02-25,28412280000
2019-02-26,28206100000
2019-02-27,27881620000
2019-02-28,27746420000
2019-03-01,28108080000
2019-03-04,28023580000
2019-03-05,27895140000
2019-03-06,27594320000
2019-03-07,27418560000
2019-03-08,27442220000
2019-03-11,28006680000
2019-03-12,27898520000
2019-03-13,28195960000
2019-03-14,28152020000
2019-03-15,28290600000
2019-03-18,28168920000
2019-03-19,28212860000
2019-03-20,27932320000
2019-03-21,28348060000
2019-03-22,27611220000
2019-03-25,27405040000
2019-03-26,27807260000
2019-03-27,27486159999
2019-03-28,27043380000
2019-03-29,27212750000
2019-04-01,28193420000
2019-04-02,28415839999
2019-04-03,28887640000
2019-04-04,29049400000
2019-04-05,29072990000
2019-04-08,29207790000
2019-04-09,28746100000
2019-04-10,29008960000
2019-04-11,29285300000
2019-04-12,29639150000
2019-04-15,29507720000
2019-04-16,29878420000
2019-04-17,29999740000
2019-04-18,30137910000
2019-04-22,29868310000
2019-04-23,30265970000
2019-04-24,32294710000
2019-04-25,32186870000
2019-04-26,31849870000
2019-04-29,31748769999
2019-04-30,32234050000
2019-05-01,31816170000
2019-05-02,31849870000
2019-05-03,32234050000
2019-05-06,31593750000
2019-05-07,31020850000
2019-05-08,30714180000
2019-05-09,30629930000
2019-05-10,30636670000
2019-05-13,29703180000
2019-05-14,29982890000
2019-05-15,30289560000
2019-05-16,30437839999
2019-05-17,30174980000
2019-05-20,29720030000
2019-05-21,30083990000
2019-05-22,29800910000
2019-05-23,29228010000
2019-05-24,29207790000
2019-05-28,29079730000
2019-05-29,29066250000
2019-05-30,29271820000
2019-05-31,28385510000
2019-06-03,28732620000
2019-06-04,29689699999
2019-06-05,29854830000
2019-06-06,30215420000
2019-06-07,30636670000
2019-06-10,30838870000
2019-06-11,30771470000
2019-06-12,30960190000
2019-06-13,31041070000
2019-06-14,30552420000
2019-06-17,30485019999
2019-06-18,31243269999
2019-06-19,31469060000
2019-06-20,32331780000
2019-06-21,32079030000
2019-06-24,32015000000
2019-06-25,31816170000
2019-06-26,32068920000
2019-06-27,32068920000
2019-06-28,32182080000
2019-07-01,32709599999
2019-07-02,32286240000
2019-07-03,32202240000
2019-07-05,32051040000
2019-07-08,31651200000
2019-07-09,31580640000
2019-07-10,31500000000
2019-07-11,31143840000
2019-07-12,31731840000
2019-07-15,31422720000
2019-07-16,30256800000
2019-07-17,29641920000
2019-07-18,29820000000
2019-07-19,29806559999
2019-07-22,30061920000
2019-07-23,30643200000
2019-07-24,30703680000
2019-07-25,30895200000
2019-07-26,31466400000
2019-07-29,31587360000
2019-07-30,31365599999
2019-07-31,31046400000
2019-08-01,30569280000
2019-08-02,30344160000
2019-08-05,29460480000
2019-08-06,29772960000
2019-08-07,29867040000
2019-08-08,30313920000
2019-08-09,30162720000
2019-08-12,29625120000
2019-08-13,30166080000
2019-08-14,29564640000
2019-08-15,29329440000
2019-08-16,30236640000
2019-08-19,30545760000
2019-08-20,30273599999
2019-08-21,30525599999
2019-08-22,30485280000
2019-08-23,30001440000
2019-08-26,29887200000
2019-08-27,30125760000
2019-08-28,29964480000
2019-08-29,30854880000
2019-08-30,30649920000
2019-09-03,29920800000
2019-09-04,30555840000
2019-09-05,31755360000
2019-09-06,31869599999
2019-09-09,31950240000
2019-09-10,32175360000
2019-09-11,32252640000
2019-09-12,32592000000
2019-09-13,32487840000
2019-09-16,31953599999
2019-09-17,31768800000
2019-09-18,31829280000
2019-09-19,31711680000
2019-09-20,31308480000
2019-09-23,30767519999
2019-09-24,30703680000
2019-09-25,31133760000
2019-09-26,31278240000
2019-09-27,31057849999
2019-09-30,31215300000
2019-10-01,30662550000
2019-10-02,29818350000
2019-10-03,29935600000
2019-10-04,30113150000
2019-10-07,29647500000
2019-10-08,28652550000
2019-10-09,29185200000
2019-10-10,29503449999
2019-10-11,30200250000
2019-10-14,30290700000
2019-10-15,30826700000
2019-10-16,31034400000
2019-10-17,31155000000
2019-10-18,31091350000
2019-10-21,31412950000
2019-10-22,31463200000
2019-10-23,31335900000
2019-10-24,31449800000
2019-10-25,31523500000
2019-10-28,31677600000
2019-10-29,31634050000
2019-10-30,30200250000
2019-10-31,29982500000
2019-11-01,30659200000
2019-11-04,31640750000
2019-11-05,31677600000
2019-11-06,31469900000
2019-11-07,31493350000
2019-11-08,31456500000
2019-11-11,31366050000
2019-11-12,31215300000
2019-11-13,31369400000
2019-11-14,31121500000
2019-11-15,31188500000
2019-11-18,30970750000
2019-11-19,31021000000
2019-11-20,30763050000
2019-11-21,30434750000
2019-11-22,30347650000
2019-11-25,31198550000
2019-11-26,31255500000
2019-11-27,31292350000
2019-11-29,31057849999
2019-12-02,30471599999
2019-12-03,30012650000
2019-12-04,30317500000
2019-12-05,30535250000
2019-12-06,30870250000
2019-12-09,30672600000
2019-12-10,30662550000
2019-12-11,31205250000
2019-12-12,31640750000
2019-12-13,31490000000
2019-12-16,31895349999
2019-12-17,31975750000
2019-12-18,31995850000
2019-12-19,31962350000
2019-12-20,32133200000
2019-12-23,31851800000
2019-12-24,31892000000
2019-12-26,31928850000
2019-12-27,31900340000
2019-12-30,31923720000
2019-12-31,32010560000
2020-01-02,32234340000
2020-01-03,31853580000
2020-01-06,31633139999
2020-01-07,32287780000
2020-01-08,32621780000
2020-01-09,32655180000
2020-01-10,32755379999
2020-01-13,32705280000
2020-01-14,33506879999
2020-01-15,33012560000
2020-01-16,33233000000
2020-01-17,33460120000
2020-01-21,33233000000
2020-01-22,33049300000
2020-01-23,33523580000
2020-01-24,32865600000
2020-01-27,32344560000
2020-01-28,32765400000
2020-01-29,32755379999
2020-01-30,32003879999
2020-01-31,30788120000
2020-02-03,31396000000
2020-02-04,31840220000
2020-02-05,32384639999
2020-02-06,31606420000
2020-02-07,31135480000
2020-02-10,31122120000
2020-02-11,31212300000
2020-02-12,31703280000
2020-02-13,31576360000
2020-02-14,31162200000
2020-02-18,30721320000
2020-02-19,31188920000
2020-02-20,31035280000
2020-02-21,30637820000
2020-02-24,29422060000
2020-02-25,28840900000
2020-02-26,28777440000
2020-02-27,27785460000
2020-02-28,27678580000
2020-03-02,28506900000
2020-03-03,27722000000
2020-03-04,28657200000
2020-03-05,27177580000
2020-03-06,26282460000
2020-03-09,24762760000
2020-03-10,26285800000
2020-03-11,24378660000
2020-03-12,22578400000
2020-03-13,23450139999
2020-03-16,20353960000
2020-03-17,21062040000
2020-03-18,17728720000
2020-03-19,18236400000
2020-03-20,18557040000
2020-03-23,18259780000
2020-03-24,20227040000
2020-03-25,21205660000
2020-03-26,22778800000
2020-03-27,20229111097
2020-03-30,20531999985
2020-03-31,20293555541
2020-04-01,19049777764
2020-04-02,19007888875
2020-04-03,18911222209
2020-04-06,21144222207
2020-04-07,20957333318
2020-04-08,22252666651
2020-04-09,22932555539
2020-04-13,22271999984
2020-04-14,22545888873
2020-04-15,21076555541
2020-04-16,20512666652
2020-04-17,21730666651
2020-04-20,21453555540
2020-04-21,20799444430
2020-04-22,21679111096
2020-04-23,21959444429
2020-04-24,22603888873
2020-04-27,23673666650
2020-04-28,23731666650
2020-04-29,25255777760
2020-04-30,23670444428
2020-05-01,22742444428
2020-05-04,22381555540
2020-05-05,22819777762
2020-05-06,23145222206
2020-05-07,23625333317
2020-05-08,24730555538
2020-05-11,24040999983
2020-05-12,23009888873
2020-05-13,22152777762
2020-05-14,22507222206
2020-05-15,22568444428
2020-05-18,24575888871
2020-05-19,24608111094
2020-05-20,25246111093
2020-05-21,24582333316
2020-05-22,24562999983
2020-05-26,25977555537
2020-05-27,26815333314
2020-05-28,26673555537
2020-05-29,26180555537
2020-06-01,27237444425
2020-06-02,27798111091
2020-06-03,28709999980
2020-06-04,28619777758
2020-06-05,29335111090
2020-06-08,29531666646
2020-06-09,28059111091
2020-06-10,27433999981
2020-06-11,25413666649
2020-06-12,25323444426
2020-06-15,25758444426
2020-06-16,26486666648
2020-06-17,26232111093
2020-06-18,26206333315
2020-06-19,26003333315
2020-06-22,26083888870
2020-06-23,26312666648
2020-06-24,25155888871
2020-06-25,25449111093
2020-06-26,25964400000
2020-06-29,26598000000
2020-06-30,26911500000
2020-07-01,26419800000
2020-07-02,26690400000
2020-07-06,27225000000
2020-07-07,26673900000
2020-07-08,26429700000
2020-07-09,26089800000
2020-07-10,25994100000
2020-07-13,26330700000
2020-07-14,26885100000
2020-07-15,28211700000
2020-07-16,27957600000
2020-07-17,28241400000
2020-07-20,28116000000
2020-07-21,28426200000
2020-07-22,28637400000
2020-07-23,29142300000
2020-07-24,28799100000
2020-07-27,29680200000
2020-07-28,28680300000
2020-07-29,29663700000
2020-07-30,29436000000
2020-07-31,29393099999
2020-08-03,29630700000
2020-08-04,30053099999
2020-08-05,30439200000
2020-08-06,30264299999
2020-08-07,30498600000
2020-08-10,31102500000
2020-08-11,31363200000
2020-08-12,31498500000
2020-08-13,31643700000
2020-08-14,31270800000
2020-08-17,31270800000
2020-08-18,31033200000
2020-08-19,31076100000
2020-08-20,30488700000
2020-08-21,30868200000
2020-08-24,31244400000
2020-08-25,31320300000
2020-08-26,31614000000
2020-08-27,31498500000
2020-08-28,32320200000
2020-08-31,31878000000
2020-09-01,32508300000
2020-09-02,33211200000
2020-09-03,32283900000
2020-09-04,32587500000
2020-09-08,31482000000
2020-09-09,32356500000
2020-09-10,31944000000
2020-09-11,32283900000
2020-09-14,32861400000
2020-09-15,33313500000
2020-09-16,33617100000
2020-09-17,33359700000
2020-09-18,32534700000
2020-09-21,31802100000
2020-09-22,31788900000
2020-09-23,31006799999
2020-09-24,31079400000
2020-09-25,31567470000
2020-09-28,32136790000
2020-09-29,32255950000
2020-09-30,32351940000
2020-10-01,32620050000
2020-10-02,32557160000
2020-10-05,33553470000
2020-10-06,33705730000
2020-10-07,34606050000
2020-10-08,35089310000
2020-10-09,35532850000
2020-10-12,35526230000
2020-10-13,35211780000
2020-10-14,34970150000
2020-10-15,35460030000
2020-10-16,35668560000
2020-10-19,34897330000
2020-10-20,35092620000
2020-10-21,35052900000
2020-10-22,35181990000
2020-10-23,35185300000
2020-10-26,34414070000
2020-10-27,33652770000
2020-10-28,32063970000
2020-10-29,31792550000
2020-10-30,32067280000
2020-11-02,32934500000
2020-11-03,33689180000
2020-11-04,33546850000
2020-11-05,34682180000
2020-11-06,34854300000
2020-11-09,35039660000
2020-11-10,35377280000
2020-11-11,35953220000
2020-11-12,35195230000
2020-11-13,36257740000
2020-11-16,36757550000
2020-11-17,36800580000
2020-11-18,36512610000
2020-11-19,36853540000
2020-11-20,36635080000
2020-11-23,37393070000
2020-11-24,38703830000
2020-11-25,38041830000
2020-11-27,38167610000
2020-11-30,37724070000
2020-12-01,37945840000
2020-12-02,38349660000
2020-12-03,39048070000
2020-12-04,39607460000
2020-12-07,39273150000
2020-12-08,39385690000
2020-12-09,39329420000
2020-12-10,39213570000
2020-12-11,39084480000
2020-12-14,38783270000
2020-12-15,39028210000
2020-12-16,38290080000
2020-12-17,38448960000
2020-12-18,38889190000
2020-12-21,38743550000
2020-12-22,38657490000
2020-12-23,39604150000
2020-12-24,39660420000
2020-12-28,39693520000
2020-12-29,39107650000
2020-12-30,39640560000
2020-12-31,40074170000
2021-01-04,39819300000
2021-01-05,40583910000
2021-01-06,41749030000
2021-01-07,42586460000
2021-01-08,43185570000
2021-01-11,43185570000
2021-01-12,42874430000
2021-01-13,43000210000
2021-01-14,43096200000
2021-01-15,42351450000
2021-01-19,42871120000
2021-01-20,43155780000
2021-01-21,43132610000
2021-01-22,42497089999
2021-01-25,42268700000
2021-01-26,40891740000
2021-01-27,39696830000
2021-01-28,39670350000
2021-01-29,39852400000
2021-02-01,41219430000
2021-02-02,41110200000
2021-02-03,42596390000
2021-02-04,42662589999
2021-02-05,42387860000
2021-02-08,43026690000
2021-02-09,42629490000
2021-02-10,41868190000
2021-02-11,42238910000
2021-02-12,42953870000
2021-02-16,43447060000
2021-02-17,42934010000
2021-02-18,42563290000
2021-02-19,43764820000
2021-02-22,43006830000
2021-02-23,42712240000
2021-02-24,43268320000
2021-02-25,41686140000
2021-02-26,43039930000
2021-03-01,44413580000
2021-03-02,44615490000
2021-03-03,43456990000
2021-03-04,42321660000
2021-03-05,43043240000
2021-03-08,42086650000
2021-03-09,42834710000
2021-03-10,43059790000
2021-03-11,43579460000
2021-03-12,43430510000
2021-03-15,44479780000
2021-03-16,44354000000
2021-03-17,44281180000
2021-03-18,43652280000
2021-03-19,42748650000
2021-03-22,42536810000
2021-03-23,40961250000
2021-03-24,41338590000
2021-03-25,41672900000
2021-03-26,42487500000
2021-03-29,42104700000
2021-03-30,42068400000
2021-03-31,42606300000
2021-04-01,43160700000
2021-04-05,43814100000
2021-04-06,43593000000
2021-04-07,42735000000
2021-04-08,43210200000
2021-04-09,43408200000
2021-04-12,43513800000
2021-04-13,43375200000
2021-04-14,43190400000
2021-04-15,43771199999
2021-04-16,44022000000
2021-04-19,43015500000
2021-04-20,42368699999
2021-04-21,44055000000
2021-04-22,43563300000
2021-04-23,44457600000
2021-04-26,44606099999
2021-04-27,44599500000
2021-04-28,44853599999
2021-04-29,45599400000
2021-04-30,44375100000
2021-05-03,43998900000
2021-05-04,43985700000
